dialogue_id,turn_id,query,response,response_type
top25_dial57,1,How many albums has Aaliyah released?,Aaliyah has released six albums.,directAnswer
top25_dial57,2,Who was Aaliyah romantically linked to?,"Aaliyah was illegitimately married to R. Kelly, and sought to have record of the marriage expunged due to the fact that she was not old enough to be married without parental consent. At the time of her death, she had been dating Damon Dash.",directAnswer
top25_dial57,3,How did Aaliyah die?,"On August 25, 2001, at 6:50 p.m. (EDT), Aaliyah and some employees of her record company boarded a twin-engine Cessna 402 light aircraft at the Marsh Harbour Airport in Abaco Islands, the Bahamas, to travel to the Opa-Locka Airport in Florida, after they completed filming the music video for ""Rock the Boat"". The plane crashed and caught fire shortly after takeoff, about 200 feet (60 m) from the end of the runway.",directAnswer
top25_dial57,4,Why was she traveling to Florida?,"She had a flight scheduled the following day, but with filming finishing early, Aaliyah and her entourage were eager to return to the U.S. and made the decision to leave immediately.",directAnswer
top25_dial57,5,How old was Aaliyah when she died?,"On August 25, 2001, Aaliyah died at the age of 22 in an airplane accident in the Bahamas.",directAnswer
top25_dial57,6,Was the cause of the airplane crash that killed Aaliyah ever revealed to the public?,"I did not find specific evidence as to what was revealed to the public but the subsequent investigation determined, the aircraft was overloaded by 700 pounds (320 kg) when it attempted to take off, and was carrying one more passenger than it was certified for. The National Transportation Safety Board reported that ""the airplane was seen lifting off the runway, and then nose down, impacting in a marsh on the south side of the departure end of runway 27, and also indicated that the pilot was not approved to fly the plane.",noAnswerButRelevantInfo
food_level1_dial21,1,What are the key ingredients in an eggnog?,"Eggnog is traditionally made with milk, cream, sugar, egg yolks, and whipped egg whites.",directAnswer
food_level1_dial21,2,What are the most popular alcoholic ingredients to add to eggnog?,"Distilled spirits such as brandy, rum, whisky or bourbon are often a key ingredient. Depending upon national and regional versions, the drink may also contain cognac, sherry, and grain alcohol.",directAnswer
food_level1_dial21,3,When is eggnog typically served?,"Throughout Canada, the United States and some European countries, eggnog is traditionally consumed over the Christmas season, from late October until the end of the holiday season.",directAnswer
food_level1_dial21,4,What health risks are associated with consuming raw eggs?,The U.S. Department of Agriculture recommends not eating raw eggs due to the possibility of Salmonella.,directAnswer
food_level1_dial21,5,Can you tell me about the origins of eggnog?,"Both the drink itself and the name of the drink have debated origins. Which one would you like to know about, the name or the drink?",clarification
food_level1_dial21,6,I would like to know more about the name.,"Babson College professor Frederick Douglass Opie ""wrote that the term is a combination of two colonial slang words—rum was referred to as grog and bartenders served it in small wooden mugs called noggins, while Ben Zimmer, executive editor for Vocabulary.com, disputes the ""egg-n-grog"" theory as lacking proof; Zimmer states that the term ""nog"" may be related to the ""Scottish term nugg or nugged ale, meaning ""ale warmed with a hot poker. Meanwhile, The Online Etymology Dictionary states that the term ""eggnog"" is an American term introduced in 1775, consisting of the words ""egg"" and ""nog"", with ""nog"" meaning ""strong ale"", while the Oxford English Dictionary states that nog was ""a kind of strong beer brewed in East Anglia"".",directAnswer
hobby_level2_dial28,1,What was the cause of CTE in American football?,Concussions and repeated blows to head are the cause of CTE.,directAnswer
hobby_level2_dial28,2,Has the NFL put any measures in place to prevent CTEs in their athletes?,"The use of helmets and mouth-guards has been put forward as preventative measures, but significant research has not been shown to support their efficacy. However, the NFL announce in 2009 that it would collaborate with the BU School of Medicine to support their research.",directAnswer
hobby_level2_dial28,3,Who provided the research that mouthguards has not show their efficacy against CTE?,I couldn't find information on who had done the research that mouthguards has not shown efficacy against CTE but the ADA shows that mouthguards are very effective at preventing facial injury and recommends it for sports such as American football.,noAnswerButRelevantInfo
hobby_level2_dial28,4,When was the practice of using mouth guards adopted in professional sports?,"Sorry, I did not find any useful information.",noAnswerNoRelevantInfo
hobby_level2_dial28,5,What prevention efforts are made against concussions in youth football?,"Several programs have been started by both the CDC and the NFL/USA Football, with the former educating about preventing, recognizing and responding to a concussion and the latter  emphasizes a smarter and safer way to play and teach youth football. Additionally, in 2016, the Pop Warner league banned kickoffs in an attempt to reduce high-speed collisions that result in concussions.",directAnswer
hobby_level2_dial28,6,"Since they banned kickoffs, what did they replace them with?","I was not able to find information specific to the Pop Warner league, but in certain leagues consisting of younger players, teams are automatically awarded the ball at a certain spot on the field.",noAnswerButRelevantInfo
top25_dial3,1,How did trick-or-treating get started for Halloween?,Do you want to know how it got started in North America or  Europe?,clarification
top25_dial3,2,I'm referring to the origins of trick or treating in North America.,"The earliest known occurrence of what is now known as trick-or-treating happened in 1911 in Kingston, Ontario, with a newspaper reporting children going ""guising"" around the neighborhood.",directAnswer
top25_dial3,3,How did the jack-o'-lantern become a symbol of Halloween?,"It is believed that the custom of making jack-o'-lanterns at Halloween time began in Ireland. It has also been suggested that the jack-o'-lanterns originally represented Christian souls in purgatory, as Halloween is the eve of All Saints' Day on the first of November.",noAnswerButRelevantInfo
top25_dial3,4,"If jack-o'-lanterns are from Ireland, how did they make their way to America?",The tradition developed in the United States when Irish immigrants brought the root vegetable carving traditions with them.,directAnswer
top25_dial3,5,Are jack-o'-lanterns still popular in modern day Ireland?,"Sorry, I did not find any useful information regarding current day pumpkin carving in Ireland.",noAnswerNoRelevantInfo
top25_dial3,6,"Other than in the UK, is Halloween supported elsewhere in Europe?","Yes, it's in several countries in Europe. Would you like to hear more about Halloween is France, Germany, Greece, Ireland, or somewhere else?",clarification
top25_dial3,7,I would Ike to hear more about Halloween in Germany!,"Halloween was not generally observed in Germany prior to the 1990s, but has been increasing in popularity. It has been associated with the influence of United States culture, and ""Trick or Treating"" has been occurring in various German cities, especially in areas such as the Dahlem neighborhood in Berlin, which was part of the American zone during the Cold War.",directAnswer
food_level3_dial4,1,"Does the coconut tree have any relatives, deceased or living?",The coconut tree is the only living species of genus Cocos and the member of palm tree family.,directAnswer
food_level3_dial4,2,What is the most common variety of coconut tree?,"I could not find anything regarding the most common coconut tree, Indonesia is currently the largest producer of coconuts in the world.",noAnswerButRelevantInfo
food_level3_dial4,3,Which country is the vast majority of coconut trees located?,"I don't have the information which country has the vast majority of the coconut trees, but 75% of the world's supply of coconuts is produced by Indonesia, the Philippines, and India.",noAnswerButRelevantInfo
food_level3_dial4,4,What is coconut copra?,Copra refers to the dried coconut kernels from which coconut oil is expelled.,directAnswer
food_level3_dial4,5,What is the cause of coconut allergies?,"The proteins in coconuts can cause an abnormal immune response, which triggers the release of chemicals such as histamine, and symptoms (which can range from mild to severe) such as: Rash, hives, itching, swelling, difficulty swallowing or breathing, runny nose, hoarse voice, diarrhea, lightheadedness, fainting, nausea and vomiting.",directAnswer
food_level3_dial4,6,Are there any cultures where the coconut is particularly important?,Would you like to know about coconut importance in cultural rituals in the Philippines or Hindu tradition?,clarification
top25_dial1,1,What toxins from the 9/11 attacks caused all these health problems?,"The dust from the collapsed towers was ""wildly toxic"", according to air pollution expert and University of California Davis Professor Emeritus Thomas Cahill.",directAnswer
top25_dial1,2,What conspiracy theories surround the 9/11 attacks?,The most prominent conspiracy theory is that the collapse of the Twin Towers and 7 World Trade Center were the result of controlled demolitions rather than structural failure due to impact and fire. Another prominent belief is that the Pentagon was hit by a missile launched by elements from inside the U.S. government.,directAnswer
top25_dial1,3,I'd like to know more about the conspiracy theories surrounding controlled demolition of Tower 7.,"The controlled demolition theories say that the collapse of the tower was caused by explosives installed in the buildings in advance. Some claim the aircraft impact and resulting fires could not have caused the collapse on their own, and others state that thermite and nano-thermite composites were found in the dust and debris following the collapse.",directAnswer
top25_dial1,4,"Are there any notable people who believe in the ""Controlled Demolition Theory""?","I cannot find the answer, but I did find supporters of the broader scope of 911 conspiacy theory, most notable being talk show personality Alex Jones, former Michigan governor Jesse Ventura, and actor Charlie Sheen.",noAnswerButRelevantInfo
top25_dial1,5,Has there every been any similar terrorist threats to the US after 9/11?,"Yes, in 2007 there was an alleged Islamist terrorist plot to blow up a system of jet fuel supply tanks and pipelines that feed fuel to John F. Kennedy International Airport in New York, and in 2010, two packages, each containing a bomb and a detonating mechanism, were found on separate cargo planes bound from Yemen to the United States. Which series of events would you like to know more about?",clarification
top25_dial1,6,I am interested in the series of events in 2010.,"Would you like to know about the location of the bombs, the bombs themselves, those responsible, or the response to the event?",clarification
food_level2_dial21,1,What is an example of staple food in Latin America?,"Staple foods vary, depending on the country or specific region. Would you like to learn more about staple foods in Haiti, Central America, Costa Rica, Nicaragua, or some other place?",clarification
food_level2_dial21,2,Where was maize first cultivated?,"Maize requires human intervention to propagate. I could not find a concrete answer, by most historians believe it was first domesticated in the Tehuacán Valley of Mexico.",noAnswerButRelevantInfo
food_level2_dial21,3,Why is the term maize used for corn?,"The word maize derives from the Spanish form of the Taíno word for the plant, mahiz.",directAnswer
food_level2_dial21,4,You mention the Taino people. Who were they?,"The Taíno were an indigenous people of the Caribbean.[2] At the time of European contact in the late fifteenth century, they were the principal inhabitants of most of what is now Cuba, Hispaniola, Jamaica, Puerto Rico, the Bahamas, and the northern Lesser Antilles.",directAnswer
food_level2_dial21,5,What are some maize based dishes in the Caribbean?,"Sorry I didn't find the answer, but I found that Maize was the staple food or , or a major staple – along with squash, Andean region potato, quinoa, beans, and amaranth – of most pre-Columbian North American, Mesoamerican, South American, and Caribbean cultures.",noAnswerButRelevantInfo
food_level2_dial21,6,Can you tell me some other stable foods of Caribbean culture?,"Assuming you mean staple food, and not stable food, Ingredients that are common in most islands' dishes are rice, plantains, beans, cassava, cilantro, bell peppers, chickpeas, tomatoes, sweet potatoes, coconut, and any of various meats that are locally available like beef, poultry, pork or fish. A characteristic seasoning for the region is a green herb-and-oil-based marinade called sofrito, which imparts a flavor profile which is quintessentially Caribbean in character, and ingredients may include garlic, onions, scotch bonnet peppers, celery, green onions, and herbs like cilantro, Mexican mint, chives, marjoram, rosemary, tarragon and thyme.",directAnswer
hobby_level3_dial21,1,"Which person was a professor of physical training and gymnasium director at Yale University, the University of Michigan, and Princeton University?","Dennis Keene Fitzpatrick was a gymnasium director at Yale, University of Michigan and Princeton University at different periods of time.",directAnswer
hobby_level3_dial21,2,Did Fitzpatrick participate in any sport professionally?,"Fitzpatrick was a professional sprinter in the 1880's, competing for the Natick Hook and Ladder Company team.",directAnswer
hobby_level3_dial21,3,Did Fitzpatrick win any first place prizes as he competed for the Natick Hook and Ladder Company team?,"I could not find evidence of Fitzpatrick winning any first place prizes, but in 1885, the only sweepstake race to determine the national champion of American professional sprinters was held and won by Natick's Piper Donovan.",noAnswerButRelevantInfo
hobby_level3_dial21,4,What did Fitzpatrick do in his retirement?,"Fitzpatrick noted that he sought to retire to a ""less strenuous mode of life."" He continued to live in Princeton, New Jersey after his retirement, where died at his home in Princeton in 1944 after a long illness.",noAnswerButRelevantInfo
hobby_level3_dial21,5,How did Dennis Keene Fitzpatrick get started in coaching?,"Fitzpatrick worked as an athletic trainer at Yale, Detroit and Michigan, eventually becoming a coach at Michigan in 1900.",directAnswer
hobby_level3_dial21,6,I would like to know about his coaching at Yale University.,"In 1890 and 1891, Fitzpatrick was an athletic trainer at Yale University. Time magazine wrote in its obituary of Fitzpatrick: ""When he was just beginning his coaching career, at Yale, he gave later-famed coach Amos Alonzo Stagg a primer course in the art of the fast breakaway."".",directAnswer
hobby_level1_dial6,1,What science has been able to prove that ghosts exist?,The overwhelming consensus of science is that there is no proof that ghosts exist.,directAnswer
hobby_level1_dial6,2,Is there nonscientific evidence that ghosts exist?,"I could not find anything regarding exact nonscientific evidence that ghosts exist, but according to a Monash University study of 2,000 respondents in 2006, over 70% of those interviewed believed to have an unexplained paranormal event happen to them.",noAnswerButRelevantInfo
hobby_level1_dial6,3,What are some common examples of what someone sees when they have ghost encounter?,"I couldn't find what people typically sees, but CSI's Richard Wiseman reports that while 15% of people believe they've met a ghost, only 1% see a full-fledged ghost. The rest reported strange sensory stimuli such as wisps of smoke.",noAnswerButRelevantInfo
hobby_level1_dial6,4,What are some popular TV shows about ghost hunting?,Ghost Hunters is an American paranormal and reality television series and Most Haunted is a British paranormal reality television series.,directAnswer
hobby_level1_dial6,5,I am interested in the Ghost Adventures series.,Ghost Adventures is an American paranormal and reality television series that follows ghost hunters as they investigate locations that are reported to be haunted. It is on  Discovery+ as of 2021.,directAnswer
hobby_level1_dial6,6,Does Discovery+ have any other ghost shows?,"Yes On May 18, 2021 it was announced that Ghost Hunters was sold to Discovery+.",directAnswer
food_level1_dial22,1,Which country consumes the most cider per capita?,"The UK has the world's highest per capita consumption, as well as the largest cider-producing companies.",directAnswer
food_level1_dial22,2,Which country consumes the most non-alcoholic cider?,"I was unable to find that answer, but I did find that apple cider is the name used in the US and Canada, while in other parts of the world it is commonly referred to as cloudy apple juice.",noAnswerButRelevantInfo
food_level1_dial22,3,What kind of apples are used to produce cider?,"I don't have a specific list of apples used in cider making as apples come in many varieties. But commercially, different varieties yield different amounts of cider, and variations of the cider, Rosé apple cider, can be obtained using red-fleshed applecrabs.",noAnswerButRelevantInfo
food_level1_dial22,4,What the difference between the heirloom varieties of apples and other apples?,"Heirloom fruits are old cultivars of a plant that is grown and maintained in isolated or ethnic minority communities of the Western world, and are not used in modern large-scale agriculture. They differ from the monocultural plot grown ones who are also less diverse and selected for their productivity and ability to ripen at the same time as well as being able to withstand mechanical picking and cross-country shipping and droughts, frost, or pesticides.",directAnswer
food_level1_dial22,5,"Are there GMO apples, like they do with soy and corn?","Yes, there are GMO apples.  In fact, the Arctic apple, the first genetically engineered apple to be approved for commercial sale, was deemed by the FDA in 2015 to be as safe and nutritious as a conventional apple.",directAnswer
food_level1_dial22,6,"Aside from Apple, is there any GMO meat?","Yes, as of 2015, the AquAdvantage salmon is the only approved animal for consumption.",directAnswer
hobby_level3_dial22,1,What superpowers does Eclipso have?,"Eclipso has demonstrated the powers of flight, immortality, invulnerability, super speed and stamina. Furthermore, he possesses vast magical powers.",directAnswer
hobby_level3_dial22,2,When did Eclipso first appear in the DC Comics Universe?,Eclipso first appeared in House of Secrets #61 (August 1963) and was created by Bob Haney and Lee Elias.,directAnswer
hobby_level3_dial22,3,"Can you tell me more about the creator of Eclipso, Bob Haney?","There's a number of things in Bob Haney's life. Do you wish to know about his early life before DC Comics, his almost thirty years association with DC Comics, or about his later life, such as when he died?",clarification
hobby_level3_dial22,4,When did he do after he left Marvel?,"I could not find anything about that, as Haney spent the majority of his career working for DC, not Marvel. After working for DC he wrote several Rankin/Bass animated shows.",noAnswerButRelevantInfo
food_level1_dial23,1,Does the hog dog have multiple variations?,Do you want to know about the Hog-dog rodeo or Uncle Earl's Hog Dog Trials?,clarification
food_level1_dial23,2,How is a corn dog made?,"A corn dog is a sausage (usually a hot dog) on a stick that has been coated in a thick layer of cornmeal batter and deep fried. There are also variations like the corn brat, corn puppies or pancake on a stick. Would you like to know more about corn brats or corn puppies?",directAnswer
food_level1_dial23,3,I would like to know more about the corn puppies variation.,"Small corn dogs, known as ""corn puppies"", ""mini corn dogs"", or ""corn dog nuggets"", are a variation served in some restaurants, generally on the children's menu or at fast food establishments. A serving includes multiple pieces, usually 10. Corn puppies are normally served stickless as finger food.",directAnswer
food_level1_dial23,4,What is inside corn puppies beside the sausage?,"A corn dog (also spelled corndog) is a sausage (usually a hot dog) on a stick that has been coated in a thick layer of cornmeal batter and deep fried.  Since a corn puppie is just a smaller version of this, it has the same ingredients.",directAnswer
food_level1_dial23,5,In which state of the United States is hot dog the most popular?,"The hot dog is particularly connected with New York City and its cuisine, it became ubiquitous throughout the US, with many regional varieties such as New York dog, Italian hot dog, Chicago style hot dog, Michigan hot dog, Coney Island hot dogs, Texas hot dogs, Texas Tommy, Dodger Dogs, and Fenway Franks. Which of these interests you the most?",clarification
food_level1_dial23,6,I would like to know more about the Italian hot dog.,"The Italian hot dog is popular in New Jersey, it contains sauteed bell peppers, onions, and potatoes.",directAnswer
food_level2_dial22,1,What two types of oyster habitats?,Oyster different families may live in marine or brackish habitats.,directAnswer
food_level2_dial22,2,Are oysters considered a nutritious food to eat?,"Yes, they contain a variety of vitamins and minerals, including zinc, iron, calcium, selenium, Vitamin A, and Vitamin B12. They are also rich in protein.",directAnswer
food_level2_dial22,3,How are oysters sourced from the water?,"If the oysters are harvested in the wild, they're simply gathered, and if they're are cultivated in oyster farms, release and bagging method is used. Which of these do you want to know more about?",clarification
food_level2_dial22,4,How are oysters harvested in the wild?,"There are two methods commonly used, release and bagging. Which one would you be interested in learning more about?",clarification
food_level2_dial22,5,I'd like to know more about release.,"First, oysters are cultivated onshore to the size of spat, when they can attach themselves to a substrate. The release technique involves distributing the spat throughout existing oyster beds, allowing them to mature naturally to be collected like wild oysters.",directAnswer
food_level2_dial22,6,Does oyster contain any mercury?,"Sorry, I did not find any useful information.",noAnswerNoRelevantInfo
hobby_level2_dial29,1,Why do Manx cats not have tails?,"Manx cats lack tails due to a spontaneous gene mutation, which is now called the Manx taillessness gene.",directAnswer
hobby_level2_dial29,2,That's really interesting! Where are these cats found?,Manx cats were first found on the Isle of Man.,directAnswer
hobby_level2_dial29,3,Can you tell me an exact place in Europe can Manx cats can be found?,I don't information as to the exact place in Europe where Manx cats can be found other than the Isle of Man.,noAnswerButRelevantInfo
hobby_level2_dial29,4,Are there any famous real-world Manx cats?,"Yes, a number of them. Do you wish to know about the three Manx cats who are companions of Koko, a captive-gorilla, Bob who was the male subject of Bob the Preschool Cat: A Biography of an Urban Manx Cat, Stubbs, the honorary mayor of Talkeetna, Alaska, or Bonnag, who was the first Manx to have her whole genome sequenced?",clarification
hobby_level2_dial29,5,I am interesting in learning more about the cat named Bonnag.,"The first cat sequenced as a part of the Manx Cat Genome Project was a purebred Manx calico rumpy named Bonnag, selected because the registry of this dam (breeding female) and her kittens in the British Governing Council of the Cat Fancy (GCCF) aids controlled study of a specific bloodline.",directAnswer
hobby_level2_dial29,6,"Governing Council of the Cat Fancy, can you tell more more about it?","The Governing Council of the Cat Fancy (GCCF) is a cat registry, established in 1910 and the largest organisation that registers pedigree cats in the United Kingdom.",directAnswer
hobby_level3_dial23,1,What has the popular image of Queen Elizabeth II been?,Queen Elizabeth II has had a favorable image.,directAnswer
hobby_level3_dial23,2,Which portrait of Queen Elizabeth II appears on the postage stamps?,"The original 2003 stamp featuring Queen Elizabeth II was a photograph taken by Bryan Adams at the Buckingham Palace. The current stamp, as of January 2019, is of a picture taken of the Queen in 2017 at Portsmouth, England.",directAnswer
hobby_level3_dial23,3,What image of Queen Elizabeth II appears on the currency in the UK?,"On the 50p, four different portraits of the Queen have been used, with the latest design by Jody Clark being introduced in 2015.",directAnswer
hobby_level3_dial23,4,What sort of coinage is used in the UK?,"Would you like to know about currently circulating and commemorative issue coins, coins prior to the 1971 decimalisation, or ancient coins?",clarification
hobby_level3_dial23,5,Has Queen Elizabeth II ever been in any movies?,"I was unable to find if she has appeared in any movies. I did find that she has been portrayed in movies such as The Queen, A Royal Night Out, and A Queen is Crowned.",noAnswerButRelevantInfo
top25_dial30,1,Who is the current president of the United States?,"Joe Biden's tenure as the 46th president of the United States began with his inauguration on January 20, 2021.",directAnswer
top25_dial30,2,When was Joe Biden elected as the president of the United States?,"The 2020 presidential election was held on November 3, 2020, certified by each State and the District of Colombia by December 9, 2020 and these votes officially counted by Congress by January 7, 2021.",directAnswer
top25_dial30,3,Who was the most well liked president of the United States?,"I don't have one single person as the most well-liked president in the US, but historians consider Abraham Lincoln, Franklin D. Roosevelt, and George Washington are most often listed as the three highest rated presidents.",noAnswerButRelevantInfo
top25_dial30,4,How many presidents have been assassinated?,"Four sitting presidents have been killed: Abraham Lincoln (1865, by John Wilkes Booth), James A. Garfield (1881, by Charles J. Guiteau), William McKinley (1901, by Leon Czolgosz), and John F. Kennedy (1963, by Lee Harvey Oswald).",directAnswer
top25_dial30,5,Why is not possible for the president of the United States to serve more than two terms?,"When the first president, George Washington, announced in his Farewell Address that he was not running for a third term, he established a ""two terms then out"" precedent. FDR was elected to a third term, breaking the precedent, prompting the Twenty-second Amendment, which bars anyone from being elected president more than twice.",directAnswer
top25_dial30,6,When was the 22nd Amendment added to the Constitution?,"Congress approved the Twenty-second Amendment on March 21, 1947, and submitted it to the state legislatures for ratification. That process was completed on February 27, 1951, and its provisions came into force on that date.",directAnswer
food_level1_dial3,1,What ingredient is typically used in energy drinks?,"They may or may not be carbonated and may also contain caffeine,sugar, other sweeteners, herbal extracts, taurine, and amino acids.",directAnswer
food_level1_dial3,2,Does the energy boost come only from the caffeine?,"While most of the energy boosting effects are caused by the caffeine in energy drinks, some studies suggest that other ingredients do play a role. However, some of the common ingredients used in energy drinks such as guarana and yerba mate also primarily contain caffeine as their main stimulant.",directAnswer
food_level1_dial3,3,Can you tell me what other ingredients in energy drinks have a role in energy boosting effects?,"There actually is little or not evidence that the other ingredients in energy drinks, other than caffeine and sugar, have any effect. Ingredients found in energy drinks like guarana has effects mainly due to its high caffeine concentration.",directAnswer
food_level1_dial3,4,What are the health risks of consuming energy drinks?,"Energy drinks have been associated with many health risks, such as an increased rate of injury when usage is combined with alcohol, and excessive or repeated consumption can lead to psychiatric and cardiac conditions, including arrhythmias and heart attacks, anxiety and phobias. In 2005, there were 1,494 emergency department visits related to energy drink consumption in the United States; whereas, in 2011, energy drinks were linked to 20,783 emergency department visits.",directAnswer
food_level1_dial3,5,What part of the world is the biggest market for energy drinks?,I did not find the biggest market but I did find that in 2017 global sales of the drink was $44 billion and the projected 2021 sales just in the United States is expected to reach $19 billion.,noAnswerButRelevantInfo
food_level1_dial3,6,Which energy drink is the most popular in the world?,"Red Bull, with 38% market share, it is the most popular energy drink brand as of 2019.  In 1987, the company sold its first can of Red Bull in Europe; in 1996 Red Bull began operation in the United States and has seen steady growth ever since.",directAnswer
hobby_level1_dial7,1,Mosaics are often used as decorations for what part of the house?,"Mosaics are often used as floor and wall decoration, and were particularly popular in the Ancient Roman world.",directAnswer
hobby_level1_dial7,2,Where is the largest outdoor mosaic in the Middle East?,"Sorry, I did not find any useful information.",noAnswerNoRelevantInfo
hobby_level1_dial7,3,How are mosaics used in street art?,"French artist Invader has done almost all his work as small traditional tile mosaics of 8 bit video game characters or as ""Rubikcubism"" using a dual layer mosaic via grids of scrambled Rubik's Cubes. Many other artists do work in the mosaic styles also.",directAnswer
hobby_level1_dial7,4,Is there any American artist doing work in the mosaic styles?,"American mosaic artists include Isiah Zagar, Sonia King, Millard Sheets, and Maxine Albro. Are you interested in learning more about a specific artist?",clarification
hobby_level1_dial7,5,"Yes, please tell me more about Sonia King.","Sonia King's mosaic art has a complex variety of tesserae, working with spacing, reflectivity and texture which offers new relations even after extensive viewing. All of the pieces are cut by hand and she has developed a technique called 'fresco grout' for large scale works.",directAnswer
hobby_level1_dial7,6,Can you please tell me about Sonia King's upbringing?,"Sonia King received a Bachelor of Fine Arts (BFA) degree from the California College of Arts and later a Master of Business Administration (MBA) from Southern Methodist University, but I don't have any information from her earlier years.",noAnswerButRelevantInfo
hobby_level2_dial3,1,What are some examples of rhetoric?,"Would you like to know about procedural rhetoric, ideograph rhetoric, parenthesis rhetoric, or Digital rhetoric?",clarification
hobby_level2_dial3,2,Can you tell me about procedural rhetoric?,"Procedural rhetoric is a concept to explain how people learn through the authorship of rules and processes, and analyzes persuasion by representations and interactions instead of the spoken or written word.",directAnswer
hobby_level2_dial3,3,What are some examples of procedural rhetoric used in real life?,"While not common, games are used in political arguments; and in advertising, it's used to persuade; and in education, the rhetoric teaches by reward-punishment mechanism. Which of these are you interested in?",clarification
hobby_level2_dial3,4,What kinds of games are used in political arguments?,"The games Howard Dean for Iowa Game and America's Army are both games said to make political arguments. There was also a wave of anti-Osama video games after September 11, 2001.",directAnswer
hobby_level2_dial3,5,Rhetorics using rewards-punishment mechanism... I wonder how that works?,The award and punishment encourages learning the process forces the learning by use of the punishment.,directAnswer
hobby_level2_dial3,6,"Is the ""carrot and stick"" an example of that type of mechanism?",Yes. That phrase does refer to the use of a combination of reward and punishment to induce behavior.,directAnswer
food_level3_dial10,1,What's believed to be the largest company ever to exist in recorded history?,Would you like to know the largest company by market capitalization or by number of employees?,clarification
food_level3_dial10,2,"Oh, sorry I should've been more specific. I meant by market cap!","I don't know the current rankings but Apple, in 2020, had a market capitalization of 2 trillion dollars. Microsoft was the second most-valuable company by market capitalization in 2014, behind Apple.",noAnswerButRelevantInfo
food_level3_dial10,3,What was the Microsoft's market cap value in 2020?,"Sorry I didn't find the answer, but I found Microsoft's valuation came to near $2 trillion in 2021.",noAnswerButRelevantInfo
food_level3_dial10,4,When did The Dutch East India Company go out of business?,"After the Fourth Anglo-Dutch War, the The Dutch East India Company was a financial wreck. After attempts to reorganise, it nationalised by the new Batavian Republic on 1 March 1796, but its charter was allowed to expire on 31 December 1799.",directAnswer
food_level3_dial10,5,What are the cultural depictions of The Dutch East India Company?,"There have been many depictions of the Dutch East Indies: Flying Dutchman, the ghost ship; Hansken, the Asian elephant; Batavia, the painting by Beekman; and Cosmos with Carl Sagan. Which of these interests you?",clarification
food_level3_dial10,6,I am interested in Flying Dutchman.,The Flying Dutchman is a legendary ghost ship which is said to be doomed to sail the oceans forever.  The myth is likely to have originated from the 17th-century Golden Age of the Dutch East India Company and Dutch maritime power in which Dutch East India Company navigators and cartographers helped shape cartographic and geographic knowledge of the modern-day world.,directAnswer
food_level1_dial4,1,What are considered traditionally warm drinks?,"Coffee, tea, and hot chocolate are traditionally warm drinks.",directAnswer
food_level1_dial4,2,What is the most popular type of tea?,"I could not find anything regarding what is the most popular tea, however, China is currently the largest producer of tea. Chinese tea can be divided into six categories: white, green, yellow, oolong, black and post-fermented.",noAnswerButRelevantInfo
food_level1_dial4,3,Are there any drinks that have been known to help you sleep better?,Drinks that aid in sleep include both alcoholic and non-alcoholic drinks. Which type you like to know more of?,clarification
food_level1_dial4,4,Can you tell me about non-alcoholic drinks please?,"Warm milk is often recommended for inducing sleep due to it containing both tryptophan and calcium.  A brand of milk flavoring product, Ovaltine, brands itself around being a product that ensures sound, natural sleep.",directAnswer
food_level1_dial4,5,Where are some popular places to have a drink in Europe?,"Europe has several popular spots to have a drink. Would you like to know about a Tavern, Coffeehouse, or Gay bar?",clarification
food_level1_dial4,6,Tell me about taverns!,"A tavern is a place of business where people gather to drink alcoholic beverages and be served food such as different types of roast meats and cheese, and (mostly historically) where travelers would receive lodging. Their stated purpose, however, was to serve wine (not beer or cider, which had other outlets) and they were so disreputable that women of any standing avoided them.",directAnswer
food_level3_dial6,1,What is the percentage of water covering the earth's surface?,"About 71% of Earth's surface is made up of the ocean, dwarfing Earth's polar ice, lakes, and rivers.",directAnswer
food_level3_dial6,2,Where are the sources of ancient water in the solar system?,"Would you like to know about ancient water on Mars, Venus or comets?",clarification
food_level3_dial6,3,I'd like to know about ancient water on Mars.,"Prior to 3.8 billion years ago, Mars may have had a large ocean  of liquid water (called Oceanus Borealis) that would have covered one-third of the planet. An ancient planet-wide groundwater system may have also been connected to this ocean. The planet may also have been warm enough to allow for rainfall, while other areas may supported ice-covered lakes.",directAnswer
food_level3_dial6,4,How do magnetic fields affect water?,"Sorry, I did not find any useful information.",noAnswerNoRelevantInfo
food_level3_dial6,5,What planet other than Earth has the most water?,Earth is the only planet known to have stable bodies of liquid water on its surface.,noAnswerButRelevantInfo
food_level3_dial6,6,"If not liquid water, are there other planets known to have ice on them?","There are many moons in our solar system that have ice on them, but as far as planets (and dwarf planets, are concerned, only Pluto, Uranus, Mars and Neptune are currently thought to have water or ice on them.",directAnswer
top25_dial31,1,Who performed in the pre-show of the 2021 Hell in a Cell event?,"During the Hell in a Cell Kickoff pre-show, one-half of the WWE Women's Tag Team Champions, Natalya (accompanied by her tag team partner, Tamina), faced Mandy Rose (accompanied by Dana Brooke).",directAnswer
top25_dial31,2,How much revenue was generated from the 2021 Hell in a Cell televised broadcast?,I was unable to find the reveneue but I did find it was televised worldwide on Pay Per View on the WWE Network and in the United States on Peacock.,noAnswerButRelevantInfo
